货运司机,货运司机,2人,上海上海 松江区 叶榭镇,宇顺商贸有限公司,跨领域经营,民营,20人以下,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄25-45岁，B2本，2年以上实际驾驶经验，有货运资格证，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。,本公司主要是经营杂粮 南北干货等 农产品的批发  批发销售 .；；；；；；；；；；；；；；；；；
诚聘4米2箱式小货车驾驶员有卸货,货运司机,4人,上海闵行北桥闵行北桥工业园区都会路,威宏科技有限公司,计算机/网络/通信,合资,500-999人,诚信等级：,,岗位职责：有诚意电话联系我哦1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1，有货运资格证，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。,本公司是一家合资企业，现有员工500人左右，位于奉贤南桥工业园区，主要生产电子，电器等产品，公司待遇优厚，上班环境好，包吃住交社保
急需市内送货车司机C照即可,货运司机,4人,上海金山大道1258号,陆丰科技有限公司,计算机/网络/通信,合资,500-999人,诚信等级：,,做五休二，包吃住交社保，电话联系我,本公司是一家合资企业，有10年以上历史，主要生产电子，电脑，电器，等产品，标准化设计研发，超规模现代化大平台，专业技术等级的高资历员工队伍
急需C1照以上货运司机,货运司机,4人,上海金山石化金山大道1795,红旭科技有限公司,计算机/网络/通信,合资,500-999人,诚信等级：,,岗位职责：有诚意电话联系我哦1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1，有货运资格证，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。,本公司是一家合资企业，成立于1995年，主要生产电子电器等产品，位于奉贤南桥工业园区，现有员工500人左右，待遇优厚，上班环境好，包吃住交社保
急需C1证以上货车驾驶员也可自带车,货运司机,4人,上海科工路975号,金威科技有限公司,计算机/网络/通信,合资,500-999人,诚信等级：,,8小时双休日，包吃住交社保，电话联系我,本公司成立于1998年，主要生产电子电器为主，坐于南桥工业园区，现有员工600人左右，待遇优厚，工作环境好，包吃住交社保
苏宁易购招聘C1小车司机也可自带车,货运司机,4人,上海南汇惠南　奉贤奉浦大道99号,苏宁易购科技有限公司,其它行业,其他,500-999人,诚信等级：,,做五休二，包吃住交社保，电话咨询,苏宁易购有限公司位于奉贤南桥工业园区，主要生产，电器，百货安装，售后，电子配件，欢迎洽谈合作
急需市内送货司机C照即可,货运司机,4人,上海闵行吴泾闵行吴泾龙吴路,欧博科技有限公司,电气/电力/水利,合资,500-999人,诚信等级：,,岗位职责：有诚意电话咯下午哦1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄28-35岁，B2本，5年以上实际驾驶经验，有货运资格证，熟悉本地路况；2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。,本公司是一家上市公司，在各地有多家分公司，主要生产电子，电器，电脑等产品，涉及组装，检测，包装等
光明乳业招聘 7米2 9米6货车司机,货运司机,5人,上海松江九亭环城东路和运河北路交叉口,上海光明乳业有限公司,快速消费品(食品/...,合资,100-499人,诚信等级：,,岗位职责:包吃住交社保户籍不限任职资格:工作时间:,"公司是由上实食品控股有限公司、上海牛奶(集团)有限公司、上海国有资产经营有限公司和Danone Asia Pte. Ltd.等发起人在上海光明乳业有限公司基础上,于2000 11月17日整体变更设立的股份有限公司。营业范围:开发、加工、生产乳和乳制品、冰淇淋、非碳酸饮料、饮用水等相关食品、饲料和添加剂、公牛精液、胚胎、良种牛,销售自产产品并从事相关产业的技术、人员培训和牧业技术服务。"
农工商招聘4米2和9米6厢式货车司机,货运司机,5人,上海奉贤奉城奉贤南桥奉浦大道97号,上海农工商农工商超市,其它行业,其他,100-499人,诚信等级：,,做五休二，包吃住交社保，电话联系我,上海农工商历史悠久，分布全国各地，主要营业百货，电器，安装，售后，配件，欢迎洽谈合作
急招面包车配送司机可自带车,货运司机,4人,上海金山亭林工业园区,卓越科技有限公司,计算机/网络/通信,合资,500-999人,诚信等级：,,8小时双休日，包吃住交社保，电话联系我,本公司是一家上市公司，有15年的历史，主要生产电子电器产品为主，液晶面板，手机零件等科技产品，在各地有多家分公司，涉及组装检测，包装等
配送C照以上6000左右+包吃住,货运司机,3人,上海青浦徐泾青浦徐泾明珠路,上海偕富实业有限公司,贸易/交通/运输/物流,合资,20-99人,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄18-53岁，外地户籍 C1本以上，1年以上实际驾驶经验，有货运资格证，熟悉本地路况；　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；　4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。薪资待遇：5000-6500元左右/月,金属制品、五金配件、模具钢、特殊钢、机电配件、塑料制品、五金交电、机械设备、建筑材料批发零售，电脑图文（除网页）设计与制作，产品营销策划，投资管理，网络、信息科技领域内技术开发、技术咨询、技术服务、技术转让
苏宁电器招9米6米货车货运司机,货运司机,4人,上海奉贤南桥环城东路898号,上海苏宁电器实业有限公司,贸易/交通/运输/物流,合资,500-999人,诚信等级：,,岗位职责:任职资格:8小时双休工作时间:,"上海苏宁易购电子商务有限公司,地址:,主营产品:电器、百货、送货、安装、售后、图书、配件,联系方式:欢迎联系洽谈"
c1货运司机 4500+提成+包吃住,货运司机,2人,上海松江九亭松江九亭中心路,上海偕富实业有限公司,贸易/交通/运输/物流,合资,20-99人,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄18-53岁，外地户籍 C1本以上，1年以上实际驾驶经验，有货运资格证，熟悉本地路况；　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；　4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。薪资待遇：5000-6500元左右/月,金属制品、五金配件、模具钢、特殊钢、机电配件、塑料制品、五金交电、机械设备、建筑材料批发零售，电脑图文（除网页）设计与制作，产品营销策划，投资管理，网络、信息科技领域内技术开发、技术咨询、技术服务、技术转让
光明乳业招聘 7米2 9米6货车司机,货运司机,4人,上海奉贤南桥环城东路和运河北路交叉口,上海科斯美斯化妆品有限公司,快速消费品(食品/...,国企,100-499人,诚信等级：,,岗位职责:包吃住交社保户籍不限任职资格:工作时间:,本公司生产各大品牌化妆品和护肤品都有良好的声誉，我公司生产的化妆品和护肤品已走向全世界
物流货运司机C1 B2+提供食宿,货运司机,5人,上海宝山顾村上海宝山区顾村顾村公园,上海三旗物流有限公司,贸易/交通/运输/物流,民营,20-99人,诚信等级：,,岗位职责：1、负责公司的货物运送、数量清点；2、负责公司车辆保养、维修和清洁工作；3、协助处理公司车辆保险、索赔、年检办理；4、协助处理日常行政事务。任职资格：1、年龄18-53岁，外地户籍 C1本以上，1年以上实际驾驶经验，有货运资格证，熟悉本地路况；　2、无不良驾驶记录，无重大事故及交通违章，具有较强的安全意识；3、懂商务接待礼仪，具有一定的服务意识；　4、为人踏实、老实忠厚，保密意识强、责任心强，能适应加班。薪资待遇：5000-6500元左右/月,公司是中国做最早从事物流行业的企业之一，是中国物流与仓储协会会员单位，经过十一年的发展，形成了立足上海，覆盖全国的物流网络。公司车辆一流，运力雄厚，管理严谨。我们管理严格按照ISO9002质量体系标准要求，进行“PDCA”式循环质量管理，全员参与，全面透彻，相互监督，全程监控。把服务质量意识，深入到公司的每个角落，确保高质量完成每一次运输任务。
