BRAND,COMPANY,FINANCIAL AMOUNT,ROUNDS,INVESTORS,INDUSTRY,TIME
五味科技,北京五味俱全信息技术有限公司,2000万人民币,Pre-A,0,生活消费,2016/3/15
护理家360,上海胜事信息科技有限公司,数千万人民币,Pre-A,普华资本,医疗健康,2016/3/15
iGeneTech,艾吉泰康生物科技（北京）有限公司,数千万人民币,A轮,普华资本联想之星贝壳社基金,医疗健康,2016/3/15
纳什空间,纳什空间创业科技（北京）有限公司,数千万人民币,Pre-B轮,氪空间,企业服务,2016/3/14
盒子鱼英语,北京盒子鱼教育科技有限公司,3000万美元,B轮,骊悦投资创新工场,教育,2016/3/14
搜芽,深圳市微视觉科技有限公司,数千万人民币,A轮,,企业服务,2016/3/14
优,优客工场（北京）创业投资有限公司,2亿人民币,A+轮,中投汉富(汉富控股),房产,2016/3/14
喱喱学车,深圳市车厘子网络科技有限公司,数千万人民币,A轮,深圳市创新投资集团有限公司/深创投,交通出行,2016/3/14
绿植到家GreenPaint...,北京植到家科技有限公司,数百万人民币,天使轮,风云天使基金,生活消费,2016/3/14
子牙钓鱼,碎片时代信息技术有限公司,360万人民币,天使轮,棕泉资本,社交,2016/3/14
FlipClass,FlipClass,100万美元,天使轮,BlumeVentureS.Chand,教育,2016/3/14
EZBOB,EZBOB,2000万英镑,C轮,LeumiPartnersOaktreeCapitalManagement,金融支付,2016/3/14
Alooma,Alooma,1120万美元,A轮,LightspeedVenturePartners美国光速,企业服务,2016/3/14
Arterys,Arterys,500万美元,A轮,EmergentMedicalPartnersAMECloudVenturesAssetManagementVentures(AMV)GEVenturesMoradoVenturePartnersNorwichVenturesTheStanfordStartXFund,医疗健康,2016/3/14
YAMAP,Sefuri,150万美元,A轮,COLOPLDaiwaCorporateInvestmentDogan,旅游户外,2016/3/14
Cambridge Epigenet...,Cambridge Epigenetix,2100万美元,B轮,GVCambridgeUniversityNewScienceVenturesSequoiaCapitalSynconaPartnersLLP.,医疗健康,2016/3/14
Voke VR,Voke,1250万美元,A轮,英特尔投资,内容产业硬件ARVR,2016/3/14
魔多VR,北京魔多科技有限公司,600万人民币,天使轮,清科创投极客帮创投任飞资本,内容产业ARVR,2016/3/14
人企贷,上海人企金融信息服务有限公司,2000万人民币,A轮,上海荣焘投资管理有限公司,金融支付,2016/3/14
阿里菜鸟,菜鸟网络科技有限公司,数亿人民币,A轮,GIC新加坡政府投资公司Temasek淡马锡Khazanah春华资本,电子商务,2016/3/14
农田管家,北京农田管家科技有限责任公司,100万美元,天使轮,顺为资本,企业服务,2016/3/14
美丽加,深圳市美丽加互联网有限公司,6000万人民币,A轮,宏流投资红秀资本,生活消费,2016/3/14
美购,上海淘玺电子商务有限公司,1.1亿人民币,B轮,大众交通股份有限公司,电子商务,2016/3/14
质男XY,北京博尔德互动文化传媒有限公司,数百万美元,A轮,MorningsideVentureCapital晨兴资本IDG资本,电子商务,2016/3/14
乐客VR,北京乐客灵境科技有限公司,2500万人民币,A+轮,棕榈园林掌趣科技和君资本,内容产业游戏动漫ARVR,2016/3/14
万家生活圈,广州市酷享互联网科技有限公司,1000万人民币,天使轮,上海天益兄弟资产管理有限公司,生活消费,2016/3/14
兰亭数字,北京兰亭数字科技有限公司,3150万人民币,Pre-A,华策影视康得新百合网,内容产业ARVR,2016/3/14
无界空间,合作共创（北京）办公服务有限公司,数千万人民币,A轮,艾想投资创业最前线,企业服务,2016/3/14
Y先生,福州市晋安区河图网络科技有限公司,42万人民币,种子轮,未透露,电子商务,2016/3/14
优客工场,优客工场北京创业投资有限公司,2亿人民币,A+轮,中投汉富中投合众永柏联投高和翰同鸿泰国银青创客领势投资凯稼投资,企业服务,2016/3/14
上新,北京蓝羚信息技术有限公司,200万美元,天使轮,未透露,电子商务,2016/3/13
百替生物,杭州百替生物技术有限公司,数千万人民币,A轮,如山创投,医疗健康,2016/3/13
新氧网,北京名仕优翔国际旅行股份有限公司,5000万美元,C轮,优壹品腾讯产业共赢基金/腾讯,医疗健康,2016/3/13
悉见科技,北京悉见科技有限公司,未公开,天使轮,,,2016/3/12
请郎中,北京妙手郎中科技发展有限公司,300万人民币,天使轮,鹤年堂中医院,医疗健康,2016/3/11
十秒旅行,成都都在哪网讯科技有限公司,200万人民币,种子轮,未透露,社交,2016/3/11
SFA超级理财师,上海正气信息科技有限公司,数千万人民币,A+轮,,金融支付,2016/3/11
安心找活(东方建成),深圳东方建成科技有限公司,1000万人民币,A轮,众海投资,企业服务,2016/3/11
云专柜,云专柜科技（北京）有限公司,数百万人民币,天使轮,AA投资,电子商务,2016/3/11
一起点拨,北京水木乐享教育科技有限公司,数百万人民币,天使轮,蓝驰创投,教育,2016/3/11
寻汇,上海寻汇信息科技有限公司,未透露,A轮,孝昌水木投资,金融支付,2016/3/11
易锁宝,西安易锁宝电子科技有限公司,数百万人民币,天使轮,创新谷,硬件,2016/3/11
维真验车,南京维真信息技术有限公司,1000万人民币,天使轮,拓界资本,交通出行,2016/3/11
人瑞集团,成都人瑞集团,1亿人民币,C轮,基石资本,企业服务,2016/3/11
Kyligence,上海跬智信息技术有限公司,数百万美元,天使轮,红点投资,企业服务,2016/3/11
星站TV,上海宜智文化股份有限公司,数千万人民币,A轮,经纬中国德同资本,内容产业,2016/3/11
Maintenance Assist...,Maintenance Assistant,500万美元,A轮,BuildGroup,企业服务,2016/3/11
唐大大,北京唐大大餐饮连锁有限公司,300万人民币,天使轮,未透露,生活消费,2016/3/11
掌拍艺术,上海圣石拍卖有限公司,3000万人民币,Pre-A,未透露,其他,2016/3/11
尤果网,北京尤果网文化传媒有限公司,1300万人民币,Pre-A,,社交,2016/3/10
oralshark,深圳小阔科技有限公司,300万人民币,天使轮,,硬件,2016/3/10
棉联网,上海棉联电子商务有限公司,500万人民币,天使轮,慧聪网,电子商务,2016/3/10
吱道二手车,北京吱道文化传媒有限公司,200万人民币,天使轮,,交通出行,2016/3/10
汇金众筹,汇金众筹信息技术（北京）有限公司,数百万人民币,天使轮,五岳元航,房产,2016/3/10
Sabinetek塞宾科技,北京塞宾科技有限公司,数千万人民币,A轮,九弦资本,硬件,2016/3/10
曹操到,北京绿色翔枫信息技术有限公司,500万人民币,天使轮,星河互联,物流,2016/3/10
金刚文化,北京鼓山文化有限公司,4000万人民币,Pre-A,IDG资本,内容产业,2016/3/10
智旅网,北京智旅动力科技有限公司,数百万人民币,天使轮,五岳元航,旅游户外,2016/3/10
Marley Spoon,Marley Spoon,1700万美元,B轮,KreosCapitalLakestarLuxorCapitalGroupQDVentures,电子商务,2016/3/10
懒汉互联,暂无,未公开,并购,板凳会,内容产业,2016/3/10
医微讯,上海医微讯数字科技有限公司,数千万人民币,天使轮,约印创投,医疗健康,2016/3/10
掌玩网络,深圳市掌玩网络技术有限公司,3000万人民币,A+轮,源渡创投耀途资本科唐资本,游戏动漫,2016/3/10
积木云,深圳欧德蒙科技有限公司,2000万人民币,A轮,星河互联凯盈资本,企业服务,2016/3/10
Indochino,Indochino,3000万美元,C轮,大杨集团,电子商务,2016/3/10
魔猎网,深圳市魔猎科技有限公司,500万人民币,天使轮,鼎信创业投资游筹投资,企业服务,2016/3/10
hello ear,西安慕声电子科技有限公司,1000万人民币,Pre-A,未透露,硬件,2016/3/10
酷咔数字,成都酷咔数字科技有限公司,600万人民币,天使轮,松禾资本管理有限公司,游戏动漫ARVR,2016/3/10
中联动力,青岛中联动力节能环保科技有限公司 ,数百万人民币,天使轮,青岛绿天使投资管理有限公司,企业服务硬件工具软件其他,2016/3/10
WeWork,,4.3亿美元,F轮,弘毅投资联想之星,企业服务,2016/3/10
找油网,上海找油信息科技有限公司,300万美元,A轮,SIG海纳亚洲,电子商务,2016/3/10
猎萌,广州猎萌网络科技有限公司,数千万人民币,A轮,启赋资本泽贤投资,企业服务,2016/3/10
来三斤,厦门葫芦娃网络科技有限公司,300万人民币,种子轮,未透露,电子商务,2016/3/10
仁度生物,上海仁度生物科技有限公司,1亿人民币,B轮,华盖医药健康产业创业投资基金,医疗健康,2016/3/10
美丽策,深圳美丽策科技有限公司,1180万人民币,Pre-A,章子怡,生活消费,2016/3/9
迈科技,上海迈坦信息科技有限公司,数千万人民币,A轮,启赋资本,企业服务,2016/3/9
Kisan Network,Kisan Network,美元,种子轮,YCombinatorFundersClub,电子商务,2016/3/9
菁蜜传媒,广州市菁蜜文化传媒有限公司,300万人民币,天使轮,分享投资,内容产业,2016/3/9
在一楼,江西淘果信息技术有限公司,260万人民币,种子轮,,游戏动漫,2016/3/9
无忧陪护,北京无忧陪护信息技术有限公司,数百万人民币,天使轮,风云天使基金,生活消费,2016/3/9
Kunlun AI昆仑人工...,昆仑人工智能科技公司,300万美元,A轮,昆仑万维,企业服务人工智能,2016/3/9
兜行,北京八点互动网络技术有限公司,数千万人民币,A轮,东方富海,企业服务,2016/3/9
Ufoto,杭州格像科技有限公司,1000万人民币,天使轮,易津投资中缔投资承珞投资,内容产业,2016/3/9
种草没,杭州古乐网络技术有限公司,数百万人民币,天使轮,初心资本帮实资本,社交,2016/3/9
小知科技,杭州小知科技有限公司,500万美元,天使轮,马肖风,教育,2016/3/9
翼道网络,广州翼道网络技术有限公司,1000万人民币,天使轮,侨鑫创投,企业服务,2016/3/9
创龙MAD Gaze智能...,创龙企业解决方案有限公司,1050万人民币,天使轮,京汉昌荣投资前海丰盛基资产管理,硬件,2016/3/8
摩码公寓,当代第一摩码资产管理（北京）有限公司,500万人民币,天使轮,,房产,2016/3/8
异构智能,异构智能公司,数百万人民币,天使轮,极客帮创投,硬件人工智能,2016/3/8
财富函数,北京财富函数科技有限公司,未透露,不明确,,金融支付,2016/3/8
纷贝,团圆网络科技（上海）有限公司,未透露,天使轮,初心资本,电子商务,2016/3/8
车车微客(车车云),成都车车云科技有限责任公司,数百万人民币,天使轮,上海菁葵创投,交通出行,2016/3/8
顺德德力,广东顺德德力信息科技有限公司,未透露,天使轮,广东天使会,企业服务,2016/3/8
丁盯智能门磁,云丁网络技术（北京）有限公司,数千万人民币,B轮,复星昆仲资本,硬件,2016/3/8
咸蛋动画,北京大咪文化传媒有限公司,600万人民币,Pre-A,东方华盖创投,游戏动漫,2016/3/8
猪兼强,广东猪兼强互联网科技有限公司,数千万人民币,A轮,未透露,企业服务,2016/3/8
挖挖,成都佑丰科技有限公司,2000万人民币,Pre-A,克雷投资,社交,2016/3/8
快来租我,杭州哎呦科技有限公司,500万人民币,天使轮,未透露,社交,2016/3/8
e葱金融,深圳市小葱互联网金融服务有限公司,1000万人民币,天使轮,诺辉投资,金融支付,2016/3/8
摩玛公寓,第一摩码资产管理（北京）有限公司,500万人民币,天使轮,全经联创新基金,房产,2016/3/8
杭州国融互联网金融...,杭州国融互联网金融科技有限公司,500万人民币,天使轮,未透露,金融支付,2016/3/8
万众一芯,张家港万众一芯生物科技有限公司,未公开,天使轮,知初资本,医疗健康物联网,2016/3/8
世界高铁网,诚品优选（北京）电子商务有限公司,2000万人民币,A轮,朗玛峰创投丰厚资本四川汇元,电子商务,2016/3/8
柠萌影业,上海柠萌影视传媒有限公司,5亿人民币,B轮,弘毅投资腾讯产业共赢基金/腾讯芒果基金,内容产业,2016/3/8
魏老香,魏老香餐饮管理（北京）有限公司,9000万人民币,不明确,锦盛鑫源,生活消费,2016/3/8
啼鸥,上海励宾网络科技有限公司,800万人民币,天使轮,未透露,内容产业,2016/3/8
展酷网络,深圳展酷网络有限公司,数千万人民币,A轮,春晓资本,电子商务,2016/3/7
太白游戏171Game,深圳市深空太白网络科技有限公司,数百万人民币,天使轮,,游戏动漫,2016/3/7
Mattermark,Mattermark,730万美元,B轮,FoundryGroupJonHallett,企业服务,2016/3/7
Lasergen,Lasergen,8000万美元,B轮,AgilentTechnologies,企业服务,2016/3/7
Archiact,Archiact,317万美元,并购,三七互娱,游戏动漫,2016/3/7
Nibiru,南京睿悦信息技术有限公司,600万人民币,并购,昆仑万维,游戏动漫硬件ARVR,2016/3/7
蚁视科技ANTVR,北京蚁视科技有限公司,400万人民币,并购,昆仑万维,ARVR,2016/3/7
亚博科技,亚博科技控股有限公司,23.88亿港元,并购,,内容产业,2016/3/7
兼职猫,广州九尾信息科技有限公司,6300万人民币,A+轮,赛曼基金梅花天使创投,移动互联网,2016/3/7
Chinapex创略,创略中国营销咨询公司,未公开,A轮,无穹创投均弥资本,营销广告,2016/3/7
多有米网络,深圳多有米网络技术有限公司,数千万人民币,Pre-A,海量资本凯盈资本,企业服务,2016/3/7
时间价值网,深圳市时间价值信息技术股份公司,2000万人民币,A轮,汇川技术,金融支付,2016/3/7
青云QingCloud,北京优帆科技有限公司,1亿美元,C轮,蓝驰创投,企业服务,2016/3/7
掌奇网络,杭州掌奇网络科技有限公司,350万人民币,天使轮,游酷网络,游戏动漫,2016/3/7
盒马鲜生,阿里巴巴（中国）有限公司,数千万美元,A轮,,生活消费,2016/3/6
易订货,深圳市铱云云计算有限公司,1000万美元,B轮,深圳市创新投资集团有限公司/深创投华创资本,企业服务,2016/3/6
Taste Analytics,Taste Analytics,340万美元,Pre-A,真格基金有聚合数据华创资本DCM中国清华企业家协会天子投资NewGenSiliconValleySilverWealthInvestmentSocialStarts,企业服务,2016/3/6
健一会,,数百万人民币,天使轮,未透露,内容产业,2016/3/5
KK馆,东莞市易得网络科技有限公司,1500万人民币,Pre-A,深圳市创新投资集团有限公司/深创投,电子商务,2016/3/5
悦装网,北京悦装互联网科技有限公司,数千万人民币,天使轮,洪泰基金Aplus王刚,生活消费,2016/3/4
青岛万达影视,青岛万达影视投资有限公司,14.42亿人民币,A轮,泛海控股,内容产业,2016/3/4
考拉娱乐,北京二只考拉文化传媒有限公司,数千万人民币,A轮,合一资本创东方投资,内容产业,2016/3/4
ZMER,兹曼软件技术（北京）有限公司,数千万人民币,A轮,,硬件,2016/3/4
遇见小面,广州市饺工匠餐饮有限公司,数百万人民币,Pre-A,九毛九餐饮,生活消费,2016/3/4
野兽骑行,北京野兽科技有限公司,3000万人民币,A+轮,新动金鼎基金,硬件,2016/3/4
洋萌,洋萌（上海）国际贸易有限公司,3000万人民币,A轮,未透露,电子商务,2016/3/4
京智科技,京智科技（北京）有限公司,数百万人民币,天使轮,未透露,营销广告,2016/3/4
悦食中国,花样年集团（中国）有限公司,300万人民币,A轮,诚承投资经纬中国喜乐佳资本,生活消费,2016/3/4
i淘金,四川淘金你我信息技术有限公司,6000万人民币,B轮,千行集团容联云通讯盈创兴科,企业服务,2016/3/4
三好网,北京三好互动教育科技有限公司,7500万人民币,Pre-A,亦庄互联基金沃衍资本金百朋,教育,2016/3/4
